0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,label
LINC00152,0.220338,0.354028,0.895223,0.365152,-0.270745,-0.037034,0.020761,-0.029135,-0.361274,0.330819,-0.891697,0.236135,0.286481,0.350871,0.648523,-0.267862,-0.235185,0.076161,-0.079279,0.408466,-0.098390,-0.732807,-0.808583,-0.151784,0.028792,0.851997,-0.192120,-0.014527,0.606930,-0.461609,-0.660588,0.229298,1
NONHSAG056025,0.172882,-0.107058,1.009100,0.179970,-0.168533,0.015187,-0.122189,0.286020,-0.508715,0.227787,-0.735671,0.142789,0.104845,0.200671,0.367600,-0.249359,-0.366404,0.024129,-0.228715,0.176082,-0.107160,-0.517533,-0.557436,0.100298,0.174606,0.546607,0.077013,0.594724,0.540548,-0.400049,-0.010842,0.081478,1
CRNDE,0.453942,-0.179800,0.910346,-0.163605,-0.238362,-0.712871,0.125034,0.533345,-0.458771,0.155132,-0.371024,0.659813,0.318267,-0.031242,0.607392,-0.043391,-0.029110,-0.303528,-0.337223,0.337507,0.109578,-0.442981,0.013061,-0.047204,0.086769,0.458466,0.029323,0.442356,0.204009,-0.422084,-0.457540,-0.203559,1
TP73-AS1,0.355016,-0.301625,0.502065,-0.345911,-0.101466,-0.243690,0.115306,0.606659,-0.339316,0.065923,-0.247626,0.728400,-0.125589,0.441657,0.266071,0.124699,-0.139551,0.642390,-0.616336,0.368724,-0.032431,-0.676642,-0.159636,-0.109392,0.380108,0.780430,0.346239,0.516173,0.434000,-0.322779,-0.184566,-0.199961,1
SBF2-AS1,0.328302,0.063060,0.719522,0.084009,-0.444328,0.086845,0.052592,-0.009831,-0.431433,-0.090112,-0.806669,0.440466,0.277534,0.452936,0.268459,-0.072073,0.051362,-0.049691,-0.225427,0.139144,0.155276,-0.672736,-0.303820,0.182302,0.149005,0.624720,0.136372,0.248778,0.394855,-0.492952,-0.015350,-0.042827,1
NPSR1-AS1,0.365878,-0.270137,0.668995,-0.040419,-0.140197,-0.066951,0.125674,0.083866,-0.379275,-0.245629,-0.579389,0.579750,0.086694,0.162545,0.247472,-0.021201,-0.285793,-0.259274,-0.453023,0.064211,-0.031978,-0.356831,-0.402112,0.128193,0.034441,0.493621,0.261712,0.286529,0.359445,-0.381163,0.033546,0.042717,1
RP11-159F24.1,0.640576,-0.416188,1.006246,-0.146429,-0.097302,-0.050622,0.597062,0.275001,0.115827,-0.133657,-0.340927,0.234206,0.012109,0.055546,0.267998,0.184956,0.214206,-0.209304,-0.354474,0.315382,0.483589,-0.298086,-0.253279,0.106821,0.031281,0.930995,0.040288,0.091417,0.417737,-0.238359,0.306921,0.065602,1
CDKN2B-AS1,0.417139,0.003760,0.770414,0.046931,-0.402465,0.069108,0.305251,0.338183,-0.266773,-0.100644,-0.863295,0.542720,0.350049,0.327689,0.210995,-0.129171,0.187404,0.044274,-0.385031,0.290443,-0.195170,-0.434592,-0.541597,0.131920,0.287692,0.303726,0.102000,0.529007,0.496117,-0.268323,-0.132805,0.045758,1
MKLN1-AS1,0.126071,0.174475,0.898787,0.149868,-0.208880,-0.100317,0.022978,0.322852,-0.477886,0.329004,-0.831694,0.178824,0.144199,0.373018,0.201697,-0.452690,-0.293771,-0.127006,-0.106397,0.158311,-0.178016,-0.651492,-0.446668,0.044617,0.234994,0.654157,0.167550,0.595032,0.598909,-0.521012,-0.027562,-0.074932,1
MIR22HG,0.465591,-0.307257,0.947368,-0.087879,-0.371193,-0.637310,0.233569,0.468092,-0.515938,0.160558,-0.315695,0.805042,0.366505,-0.020380,0.483750,0.237578,0.117635,-0.262587,-0.307317,0.290249,0.010180,-0.425324,-0.106033,-0.058737,0.404511,0.378958,0.206605,0.447559,-0.017619,-0.428822,-0.502586,-0.160489,1
HOXA-AS2,0.368934,-0.275188,0.747608,-0.185473,-0.346139,0.002202,0.055933,0.221089,-0.243690,-0.022639,-0.391728,0.440228,0.282274,0.214920,0.256811,-0.025017,-0.190750,-0.228915,-0.574610,0.026286,-0.115871,-0.499889,-0.172157,0.168835,0.306971,0.429532,0.280361,0.228398,0.409927,-0.148262,-0.075931,0.105317,1
EIF3J-AS1,0.362135,-0.122252,0.706503,-0.215424,-0.192431,-0.056372,0.132530,0.103728,-0.316637,-0.248111,-0.428387,0.459869,0.096169,0.105490,0.430541,-0.063288,-0.314708,-0.227168,-0.494360,0.046771,-0.018271,-0.399898,-0.183604,0.018517,0.211364,0.447230,0.181482,0.342302,0.508031,-0.259395,-0.213389,-0.004538,1
NONHSAG037420,0.188134,-0.076710,0.939834,0.209322,-0.195891,-0.001055,0.022082,0.265369,-0.439082,0.224562,-0.905232,0.272357,0.095993,0.139267,0.449082,-0.399420,-0.301380,0.006497,-0.174406,0.072083,-0.118233,-0.508997,-0.504557,-0.056429,0.241403,0.491017,0.046259,0.632114,0.587870,-0.457554,-0.064293,0.041784,1
PXN-AS1,0.379165,-0.177010,0.846181,-0.098825,-0.263103,-0.097423,-0.041577,0.042053,-0.253107,-0.367566,-0.433123,0.451195,0.139465,0.057871,0.463863,0.064198,-0.451870,-0.087545,-0.475248,0.204381,-0.064465,-0.398915,-0.108814,0.144140,0.113898,0.532938,0.272365,0.228846,0.362210,-0.175382,-0.109829,0.019553,1
LINC00478,0.199148,-0.127378,0.541025,-0.158614,-0.318550,-0.254651,0.332866,0.253421,-0.203711,-0.171255,-0.718468,0.613912,0.130177,0.096042,0.226006,0.070026,-0.134450,-0.276439,-0.429150,0.217396,-0.025322,-0.461545,-0.347608,0.065055,0.019981,0.225751,0.288014,0.437572,0.455048,-0.353602,0.131439,0.017102,1
HOTAIR,0.712595,-0.101266,1.153197,0.706498,-0.187348,0.148736,0.555857,0.507691,-0.168502,0.241539,-0.764252,0.037486,0.436957,0.419644,0.592446,-0.390459,0.511425,-0.001332,0.116342,0.504916,0.395329,-0.960671,-0.632742,0.264521,-0.015433,0.958942,-0.261152,0.617388,0.709848,-0.378593,-0.666162,-0.542015,1
HNF1A-AS1,0.192024,-0.193336,1.097982,0.197446,-0.191998,0.116389,-0.181125,0.330944,-0.411297,0.347541,-0.876870,0.264383,0.181401,0.274070,0.461381,-0.393620,-0.417567,0.094783,-0.258248,0.092873,-0.133872,-0.365477,-0.622557,0.187124,0.086041,0.669273,-0.098699,0.568696,0.589095,-0.404509,-0.105606,0.210154,1
ASMTL-AS1,0.161782,-0.056894,0.821315,-0.257705,-0.272056,-0.118399,-0.011825,0.135007,-0.158344,-0.103774,-0.488113,0.496889,-0.007829,0.202549,0.039122,0.252537,-0.291516,-0.160894,-0.651136,0.037535,0.002636,-0.399740,-0.406018,0.154422,0.331775,0.484346,0.172896,0.427506,0.414405,-0.551098,0.024533,0.124092,1
ZEB2-AS1,0.339681,-0.211417,1.024617,-0.275522,-0.296518,-0.705681,-0.010592,0.233310,-0.463401,0.071214,-0.223424,0.787368,0.120352,0.035974,0.479526,0.188501,-0.040077,-0.150978,-0.190097,0.127350,0.199048,-0.261697,-0.114807,-0.116103,0.131321,0.766291,0.230720,0.438855,0.037444,-0.643720,-0.036151,-0.077501,1
HOXA-AS3,0.389653,-0.197272,0.767863,-0.214810,-0.421378,-0.049392,0.122899,0.263934,-0.067179,-0.037771,-0.429784,0.520775,0.164713,0.164592,0.283953,0.146472,-0.013988,-0.170027,-0.656817,0.332157,-0.011694,-0.438344,-0.403051,0.205151,0.322401,0.178909,0.216692,0.291367,0.443161,-0.184773,-0.056595,0.120762,1
KTN1-AS1,0.328307,-0.132666,0.545507,-0.256355,-0.235661,-0.185901,0.188639,0.259484,-0.223541,-0.096785,-0.662153,0.652388,0.097493,0.148624,0.235396,-0.041866,-0.176363,-0.279323,-0.556671,0.007136,-0.028133,-0.466622,-0.210484,0.065259,0.040785,0.383770,0.246470,0.268194,0.438277,-0.196957,0.134464,0.154454,1
RP11-438N16.1,0.244257,-0.291869,0.718482,-0.127872,-0.300691,-0.113999,0.080227,0.037649,-0.294437,-0.193054,-0.566213,0.535933,0.086921,0.198977,0.192689,-0.043947,-0.317826,-0.290287,-0.428883,-0.100605,-0.139783,-0.471722,-0.314758,-0.002362,0.135148,0.437843,0.360190,0.231424,0.344484,-0.454172,0.167935,0.158086,1
RP11-216C10.1,0.329074,-0.247583,0.785821,-0.230554,-0.301603,-0.063302,-0.055846,0.058307,-0.265890,-0.084813,-0.405580,0.503688,0.089543,0.266263,0.227772,0.064281,-0.385428,-0.088817,-0.514626,0.055421,0.030378,-0.410063,-0.359080,0.165071,0.104361,0.550690,0.298017,0.210070,0.331745,-0.396473,0.117981,0.166071,1
DLX6-AS1,0.340047,-0.237345,0.790714,-0.263840,-0.296219,-0.120719,-0.060336,0.159626,-0.260639,-0.183456,-0.464543,0.472380,0.117939,0.192428,0.209681,0.107434,-0.171224,-0.198302,-0.646493,0.109904,0.009168,-0.399249,-0.405909,0.229475,0.126285,0.508501,0.145317,0.121932,0.394108,-0.263750,-0.063758,0.092251,1
GS1-251I9.4,0.441244,-0.339332,0.625986,-0.211042,-0.349654,-0.303795,0.040359,0.474581,-0.149674,-0.104858,-0.448648,0.373731,0.193824,0.077167,0.449501,-0.074186,-0.114725,-0.290609,-0.610914,0.240171,-0.011907,-0.690809,-0.123284,0.217437,-0.005105,0.337690,0.175631,0.250555,0.612782,-0.164999,-0.404561,-0.175121,1
PDCD4-AS1,0.550059,-0.319922,0.631833,-0.107013,-0.153121,0.040784,0.094369,0.040076,-0.501217,-0.263187,-0.451245,0.504697,0.177071,0.113214,0.450319,-0.252086,-0.419954,-0.323599,-0.542814,0.026986,-0.034813,-0.336112,-0.026207,-0.007879,0.118853,0.448420,0.249456,0.247683,0.387557,-0.184150,-0.283751,-0.014992,1
MIR31HG,0.507725,-0.019839,0.673130,-0.231344,-0.223261,-0.372597,0.301014,0.291561,-0.360465,0.033973,-0.338043,1.046390,0.202681,-0.044654,0.436823,0.185273,0.280605,-0.396994,-0.263815,0.135108,0.288944,-0.275015,-0.218438,-0.208199,0.071692,0.476014,0.181151,0.575366,0.125694,-0.578321,-0.083525,-0.218688,1
NONHSAG013533,0.355562,-0.286486,0.705028,-0.176333,-0.173322,-0.078896,0.095079,0.274718,-0.277674,-0.138885,-0.483633,0.651157,0.172691,0.245758,0.239961,-0.033862,-0.044078,-0.244642,-0.613017,0.017532,-0.092864,-0.466757,-0.328941,0.168668,0.189905,0.359911,0.310572,0.226758,0.443530,-0.233056,-0.066373,0.094379,1
HOXA11-AS,0.226408,-0.017378,0.920005,0.628050,-0.055281,0.285541,0.306531,0.689090,-0.551808,0.216272,-1.163699,0.499130,0.352403,0.394957,0.736643,-0.660175,0.165067,-0.191778,0.018258,0.198333,-0.444778,-0.847724,-0.834048,0.239650,0.326622,0.744591,0.029992,0.754497,0.763924,-0.452028,-0.401186,-0.497763,1
LINC00473,0.484891,0.021643,0.465679,-0.125352,-0.164839,-0.175803,0.462161,-0.075264,0.078966,-0.084826,-0.514323,0.924395,0.427842,0.192046,0.323037,0.134433,-0.091310,-0.316416,-0.572284,0.282659,-0.102692,-0.395977,-0.612290,-0.345943,-0.015440,0.379620,0.196479,-0.160883,0.574041,-0.284727,-0.598419,0.317390,1
MEG3,0.092639,-0.276411,0.572777,-0.199839,-0.169185,-0.358744,0.298836,0.309117,-0.291210,-0.113829,-0.696962,0.669885,0.140343,0.166660,0.125586,-0.206144,-0.125382,-0.422780,-0.457740,-0.101970,-0.233696,-0.564715,-0.466031,-0.054841,-0.153251,0.435955,0.241075,0.275239,0.580670,-0.321386,0.346629,0.138250,1
FOXD2-AS1,0.218841,-0.055721,0.967699,0.433300,-0.148907,0.140890,-0.009808,0.485636,-0.462899,0.324897,-0.852964,0.161827,0.201316,0.177515,0.699285,-0.564971,-0.173102,-0.143480,-0.214089,0.198682,-0.279189,-0.767190,-0.672939,0.298896,0.098287,0.664094,-0.047430,0.680523,0.700793,-0.492325,-0.540614,-0.214957,1
A1BG-AS1,0.285107,-0.233890,0.777345,-0.169922,-0.278385,-0.027685,-0.070697,0.111031,-0.233005,-0.269022,-0.403665,0.413929,0.060427,0.138637,0.328643,-0.050281,-0.427529,-0.168442,-0.508045,0.018495,0.012768,-0.482962,-0.280440,0.180672,0.073970,0.545018,0.194777,0.225060,0.398674,-0.441589,-0.208369,0.114752,1
CUDR,0.075956,0.123278,1.191417,0.340243,0.013419,-0.042601,-0.062277,0.396589,-0.627957,0.219515,-0.743668,0.289534,-0.004529,0.126713,0.479567,-0.356052,-0.522930,-0.052868,-0.128355,0.186636,-0.387192,-0.554411,-0.809840,0.205214,-0.008459,0.667709,-0.095643,0.716555,0.718705,-0.569101,-0.071621,-0.019337,1
LINC00461,0.434519,-0.852695,0.768710,0.276226,-0.135691,-0.395916,0.245880,0.615911,-0.122665,-0.045963,-0.683527,0.685066,0.755472,0.066184,0.352899,-0.016180,0.062065,-0.388753,-0.602531,0.076390,-0.310040,-0.636857,-0.644387,0.027083,0.510780,0.030161,0.200147,-0.012227,0.131507,-0.180817,-0.521098,0.136974,1
AP000330.8,0.309188,-0.272626,0.641396,-0.325495,-0.286022,-0.063506,0.167520,0.094836,-0.347754,-0.236338,-0.627045,0.443469,0.090014,0.227231,0.206744,0.008644,-0.182561,-0.251532,-0.654385,-0.080784,0.071114,-0.321063,-0.201777,0.015315,0.289047,0.511036,0.107929,0.168132,0.432853,-0.281509,-0.039052,0.146103,1
NONHSAG036412,0.322463,-0.249618,0.855433,-0.226907,-0.317464,-0.119809,-0.016712,0.099261,-0.132631,-0.226222,-0.371720,0.387756,0.062034,0.218321,0.321885,0.082903,-0.356426,-0.084510,-0.443280,0.036079,0.072817,-0.399717,-0.317326,0.137806,0.142295,0.543040,0.381206,0.224652,0.447623,-0.464756,0.017602,0.152699,1
NONHSAG033589,0.305159,-0.217662,0.773470,-0.241256,-0.308344,-0.158516,0.033467,0.227349,-0.166826,-0.103176,-0.407258,0.463076,-0.012217,0.235123,0.301160,0.081671,-0.149418,-0.123743,-0.611737,0.033487,-0.010506,-0.490396,-0.440906,0.045095,0.067307,0.430196,0.305514,0.153414,0.431841,-0.392091,0.158502,0.196989,1
MLLT4-AS1,0.426825,-0.202906,0.843920,-0.223958,-0.267701,-0.088294,-0.112725,0.068581,-0.276252,-0.196588,-0.431620,0.432337,-0.047384,0.230974,0.331553,0.054125,-0.458761,-0.031002,-0.566428,0.125754,0.064978,-0.433185,-0.225452,0.000867,0.131306,0.558848,0.146968,0.119374,0.338283,-0.260209,0.094436,0.114240,1
CASC2,0.279694,-0.237151,0.641900,-0.172747,-0.327110,0.002534,0.169216,0.067519,-0.135574,-0.156210,-0.609326,0.636761,0.139516,0.207600,0.126008,-0.045283,0.011635,-0.381851,-0.550245,-0.057350,-0.067216,-0.499549,-0.297912,0.045471,0.259225,0.338383,0.337883,0.188648,0.382631,-0.419029,0.076878,0.119893,1
WT1-AS,0.343221,-0.518611,0.877523,-0.001993,-0.273129,-0.273217,-0.013562,0.384528,-0.039105,0.063229,-0.359492,0.500865,0.576841,0.209347,0.269913,0.079665,-0.158844,-0.230559,-0.579264,0.209941,-0.177447,-0.620911,-0.576838,0.342640,0.342827,0.283994,0.327135,0.006067,0.167526,-0.280385,-0.237553,0.196558,1
ADAMTS9-AS2,0.225197,-0.288967,0.521160,-0.112733,-0.289020,-0.008156,0.267829,0.164034,-0.162613,-0.174350,-0.631431,0.687055,0.204085,0.325508,0.039630,0.063785,0.127182,-0.421808,-0.599369,-0.042556,-0.071107,-0.470143,-0.373219,0.133634,0.135115,0.276804,0.248406,0.240236,0.280506,-0.308766,0.118157,0.075519,1
AIRN,0.318286,-0.225471,0.808653,-0.253960,-0.314179,-0.154598,0.026106,0.080002,-0.109410,-0.094731,-0.444986,0.489094,-0.071348,0.162614,0.331502,0.021530,-0.315775,-0.116533,-0.580492,-0.025277,0.078648,-0.428171,-0.471538,0.016695,0.133514,0.479271,0.285062,0.132137,0.421417,-0.462572,0.165587,0.218611,1
ZNF674-AS1,0.420111,-0.181254,0.661672,-0.290665,-0.179800,-0.019887,0.173253,0.188530,-0.278532,-0.324085,-0.434003,0.486471,0.047010,0.113085,0.468049,-0.043194,-0.201262,-0.303527,-0.516701,0.055579,0.066699,-0.399257,-0.269388,0.087290,0.162841,0.308044,0.235819,0.344953,0.601296,-0.333749,-0.246239,-0.089436,1
HOTAIRM1,0.385176,-0.336210,0.767221,-0.217189,-0.344318,-0.127439,-0.035341,0.328603,-0.071032,-0.185330,-0.367681,0.456643,0.095307,0.232503,0.215819,0.176145,0.031765,-0.279557,-0.692095,0.172404,-0.015497,-0.554834,-0.405321,0.241281,0.213293,0.365358,0.106113,0.170719,0.509908,-0.258308,-0.193502,-0.143214,1
RP3-510D11.2,0.169562,-0.321194,0.776379,-0.256531,-0.267344,0.028501,-0.154357,0.034477,-0.100621,-0.275656,-0.428742,0.382723,0.159350,0.178973,0.268748,-0.011288,-0.364089,-0.172461,-0.550829,0.009900,0.072754,-0.348893,-0.179498,0.161365,0.198487,0.610216,0.191964,0.131096,0.444774,-0.410227,-0.029167,0.192106,1
MIR155HG,0.400427,-0.394570,0.863194,0.055284,0.104626,-0.737293,0.258673,0.760894,0.106253,-0.278250,-0.861459,0.831179,0.847015,0.247933,0.604511,-0.153123,-0.127031,-0.402269,-0.328317,0.033521,-0.006763,-0.370302,-0.902646,-0.163927,1.046984,-0.193256,0.067877,-0.013653,0.168486,-0.117814,-0.497606,-0.021032,1
FENDRR,0.314508,0.257565,0.685799,0.346327,-0.567914,0.246490,0.068795,0.017511,-0.266360,0.075485,-0.810162,0.580110,0.229592,0.628145,0.357824,-0.019243,0.233734,0.025495,-0.078606,0.164121,0.342894,-0.869567,-0.724608,0.317656,-0.021593,0.428810,0.184566,0.207216,0.463843,-0.695575,0.050146,-0.161055,1
EGFR-AS1,0.157959,-0.191399,0.753850,-0.274075,-0.387215,-0.018620,-0.075008,0.023589,-0.136194,-0.213070,-0.427246,0.553730,0.066034,0.194618,0.229209,0.091217,-0.175551,-0.251190,-0.553914,0.044285,-0.057351,-0.397772,-0.297981,0.151820,0.159161,0.443405,0.259286,0.185501,0.379313,-0.459919,-0.021625,0.170686,1
RP11-276H19.1,0.658922,-0.416987,0.853482,-0.088053,-0.100667,-0.124834,0.810117,0.417826,0.362170,-0.178598,-0.112867,0.432874,0.030316,0.183785,0.021452,-0.004160,0.463874,-0.289736,-0.375479,0.227938,0.631543,-0.361897,-0.641841,0.097973,-0.104387,0.917234,0.062134,0.280693,0.540685,-0.309310,0.446134,0.245242,1
RP13-582O9.5,0.365506,-0.231158,0.812796,-0.261999,-0.321786,-0.209143,-0.032851,0.326751,-0.165245,-0.164828,-0.357785,0.353839,0.137259,0.217439,0.466895,0.031064,-0.134977,-0.043411,-0.576174,-0.008380,-0.022918,-0.514398,-0.364318,0.165707,0.175162,0.496213,0.260721,0.083190,0.529226,-0.298617,-0.150304,0.087716,1
RP11-279F6.1,0.410163,-0.214158,0.570342,-0.178607,-0.223384,-0.059617,0.313861,0.082855,-0.144284,-0.036586,-0.645908,0.779079,0.060434,0.298388,0.118346,0.081945,0.036944,-0.334307,-0.500602,-0.215843,0.142075,-0.380420,-0.432192,-0.073918,0.067424,0.236770,0.338830,0.357297,0.454609,-0.356427,0.034337,0.058076,1
LINC00707,0.396294,-0.228153,0.442302,-0.090263,-0.189360,0.091719,0.340727,0.078990,-0.251918,-0.166523,-0.588065,0.766889,0.154649,0.036118,0.192158,-0.116979,-0.092913,-0.621512,-0.483309,-0.178512,-0.003264,-0.388956,-0.405218,-0.061621,0.005725,0.129387,0.226069,0.470135,0.412345,-0.437770,-0.254073,-0.050833,1
PCAT7,0.082122,-0.271793,0.684475,-0.225002,-0.387733,-0.006947,0.000774,0.103128,-0.117911,-0.118321,-0.448368,0.619503,0.114485,0.199357,0.174222,0.128446,-0.255295,-0.202431,-0.607888,-0.041030,0.140462,-0.349823,-0.383364,0.137022,0.045700,0.350315,0.225481,0.261546,0.319367,-0.459917,0.119154,0.268567,1
