0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,label
Braveheart,-3.167933,3.191320,2.289538,-2.058058,-3.004788,1.228299,-0.798478,-1.059291,0.214173,0.612029,2.374233,-0.468183,-2.819342,-2.516196,-1.637850,1.710325,1
mrhl,-0.266381,0.858932,-0.575055,0.237553,-0.089455,-0.433113,-0.418007,0.071082,-0.089509,-0.575539,0.944229,-0.221747,-0.053661,-0.410913,-0.327238,0.485083,1
NONMMUG034886,-0.277190,0.775055,-0.359132,-0.052725,-0.001639,-0.124079,-0.214908,-0.024163,0.138253,-0.066230,0.726260,-0.070551,-0.183166,-0.169504,-0.005921,-0.013745,1
Dlx6os1,-0.352018,0.913709,-0.592340,-0.048940,-0.306441,-0.393469,-0.283420,-0.718207,0.433813,0.731506,0.023545,0.249241,-1.848690,-1.024477,-0.132794,0.739786,1
5033428I22Rik,-0.659407,0.831736,-0.414041,-0.165011,-0.478507,-0.213380,-0.393739,-0.998951,0.582773,0.438674,0.104120,0.473054,-1.444820,-1.055139,-0.220045,0.774158,1
NONMMUG026355,-0.851225,0.003220,-0.335254,0.194045,0.028827,-0.061411,-0.502370,0.343504,0.023774,0.001027,1.393428,-0.533215,-0.570679,0.336818,-0.862365,0.699347,1
NONMMUG025805,-0.825094,0.232330,-0.372852,-0.111803,0.114742,0.159798,-0.463076,0.209312,-0.091657,-0.031550,0.825560,-0.242670,-0.681393,0.197652,-0.348757,0.263024,0
Gm14209,-0.250295,1.112614,-0.001168,0.054906,-0.237190,0.000658,-0.189289,-0.627855,0.572057,0.118731,0.558445,0.062925,-1.582643,-0.283002,-0.101095,0.261962,0
NONMMUG013851,-0.062125,0.506005,-0.058304,-0.326046,0.161484,0.093797,-0.742338,-0.031487,0.040261,0.523091,0.646430,0.106539,-0.428208,0.111708,0.104595,0.070600,0
Gm13569,-0.169442,1.199707,-0.410240,0.120726,-0.106709,0.140642,-0.069337,-0.644940,0.585970,0.256616,0.432702,0.041608,-1.469227,-0.444248,-0.143173,0.364174,0
NONMMUG008199,-0.393482,0.724116,-0.130578,-0.250595,-0.071066,-0.049530,-0.380606,-0.045396,-0.014426,-0.016281,0.609879,-0.153109,-0.452058,0.015851,0.084910,-0.129836,0
NONMMUG039825,0.014868,0.517273,-0.384910,-0.260338,-0.050709,-0.038016,-0.459640,-0.333892,0.060383,0.238980,0.823504,-0.172340,-0.310153,-0.044621,0.112246,0.079613,0
NONMMUG007120,0.007247,0.526103,-0.346810,-0.292505,-0.099199,-0.031043,-0.492609,-0.313146,-0.000532,0.263340,0.806287,-0.161800,-0.261916,-0.060448,0.113870,0.086385,0
NONMMUG038170,0.014330,0.501939,-0.388408,-0.276391,-0.047485,-0.018960,-0.454906,-0.295377,0.036967,0.237986,0.800383,-0.131114,-0.305402,-0.046295,0.147300,0.090911,0
NONMMUG036314,-0.246871,0.748370,-0.355669,-0.035812,0.037519,-0.172383,-0.222590,-0.024977,-0.005520,-0.122470,0.704346,-0.078782,-0.279969,-0.209812,0.047743,0.065965,0
NONMMUG021010,-0.251733,0.711428,-0.372249,-0.047502,-0.011947,-0.111109,-0.314685,-0.066340,0.099901,-0.075746,0.717437,-0.028118,-0.187154,-0.193910,0.036011,0.034315,0
NONMMUG031860,-0.245286,0.724185,-0.389326,-0.083465,-0.021417,-0.109220,-0.238410,-0.028072,0.027876,-0.029676,0.695405,-0.015803,-0.244273,-0.175740,0.034256,0.047056,0
NONMMUG010099,-0.271752,0.769842,-0.315224,-0.024615,-0.020217,-0.099626,-0.192800,-0.030105,0.072331,-0.058920,0.700676,-0.077777,-0.247528,-0.188111,0.066610,0.041973,0
NONMMUG017321,-0.325449,0.761733,-0.388905,-0.083753,-0.002449,-0.092160,-0.229301,0.006638,0.039253,-0.075627,0.710649,-0.033580,-0.203844,-0.140966,0.025289,0.027328,0
Gm11490,-0.246312,0.723469,-0.432009,-0.046158,-0.054838,-0.088330,-0.224907,-0.009561,0.044821,-0.076813,0.734487,-0.089793,-0.203731,-0.161239,0.037576,0.033107,0
NONMMUG019692,-0.241969,0.721236,-0.425420,-0.037180,0.019738,-0.136691,-0.232928,-0.034998,0.068563,0.058627,0.674511,-0.070806,-0.229250,-0.160361,0.011775,-0.030076,0
NONMMUG038692,-0.250917,0.787105,-0.301667,-0.043378,-0.006995,-0.117288,-0.150309,-0.037357,0.070183,-0.047800,0.735470,-0.027119,-0.172041,-0.215292,0.018093,-0.014561,0
NONMMUG035412,-0.236967,0.697704,-0.360465,-0.051893,-0.078093,-0.156471,-0.259582,-0.009301,0.051082,-0.027423,0.687836,-0.131023,-0.237976,-0.182995,0.074432,-0.049117,0
NONMMUG004366,-0.311572,0.761444,-0.449035,0.013160,-0.013906,-0.130815,-0.269364,-0.015802,0.105870,-0.039236,0.670869,-0.060797,-0.188590,-0.177401,0.062439,0.047483,0
NONMMUG044302,-0.252858,0.724232,-0.394959,0.014305,-0.064522,-0.167454,-0.266611,-0.061938,0.081686,-0.026263,0.706602,-0.047078,-0.246433,-0.156989,0.039436,0.017248,0
NONMMUG009173,-0.283619,0.738783,-0.385787,-0.050612,-0.001110,-0.174564,-0.251121,-0.029420,0.093069,-0.050935,0.719909,-0.065347,-0.200419,-0.169979,0.104654,-0.008145,0
NONMMUG017372,-0.295625,0.765925,-0.421054,0.006622,-0.036852,-0.120951,-0.202523,-0.069716,0.100451,-0.072896,0.693960,-0.056445,-0.194400,-0.195698,0.016834,0.035309,0
Gm24010,-0.298574,0.744429,-0.428320,-0.019350,-0.054792,-0.210802,-0.231739,0.000213,0.034913,-0.033682,0.713958,-0.111162,-0.145646,-0.227869,-0.004576,0.011709,0
NONMMUG035658,-0.288671,0.719541,-0.374446,-0.005649,-0.039938,-0.172850,-0.274410,-0.043113,0.020041,-0.022742,0.694498,-0.061324,-0.200615,-0.202520,0.030693,0.052573,0
NONMMUG020560,-0.255453,0.736132,-0.378533,0.020526,0.000228,-0.118729,-0.230192,0.003824,0.047524,-0.059409,0.734926,-0.033530,-0.142054,-0.210172,0.074392,-0.019206,0
NONMMUG002771,-0.261838,0.714529,-0.425373,-0.032842,0.006648,-0.129625,-0.272843,0.003547,0.082072,-0.068229,0.673795,-0.041527,-0.252058,-0.197802,0.060731,0.029546,0
NONMMUG043393,-0.364337,0.680122,-0.055074,-0.288966,0.065347,-0.216999,-0.260282,0.110179,-0.141819,0.070370,0.570332,-0.330711,-0.673932,0.012843,0.260923,-0.082587,0
NONMMUG031524,0.169788,0.296123,-0.466872,-0.368022,-0.168509,0.046830,-0.695626,-0.510393,0.106026,0.352047,0.884386,0.090884,-0.244692,0.036219,0.000188,0.043826,0
NONMMUG014034,-0.224424,0.982767,-0.190988,-0.005609,0.512668,-0.032127,-0.124380,0.321179,0.068121,0.411998,0.632810,0.002342,-0.121549,-0.166433,0.344950,0.223312,0
NONMMUG013706,-0.206027,0.691261,-0.436577,0.088552,-0.122795,-0.138901,-0.603669,-0.029412,0.170700,-0.166119,0.693257,0.302980,-0.097696,-0.145739,-0.232163,-0.126444,0
NONMMUG038718,-0.169670,0.552904,-0.393666,0.057330,-0.110850,-0.101959,-0.531198,-0.061283,0.152514,-0.068176,0.747410,0.266166,-0.189981,-0.108462,-0.189156,-0.098424,0
Gm12645,-0.167402,0.577312,-0.428506,0.028041,-0.104309,-0.176586,-0.557549,-0.059355,0.179874,-0.087985,0.750530,0.374797,-0.192855,-0.079932,-0.239860,-0.164686,0
NONMMUG043843,-0.181167,0.623751,-0.419862,0.044055,-0.106582,-0.175702,-0.496278,-0.076284,0.170173,-0.026716,0.695094,0.224501,-0.187915,-0.123917,-0.179953,-0.087646,0
NONMMUG041948,-0.217674,0.576764,-0.463964,-0.009757,-0.084729,-0.157393,-0.592228,-0.031155,0.222281,-0.115942,0.699786,0.297188,-0.128496,-0.125997,-0.140101,-0.171437,0
Gm22665,-0.249839,0.615723,-0.486537,0.110073,-0.113557,-0.274581,-0.542933,-0.060775,0.138210,-0.126489,0.676783,0.276318,-0.127869,-0.224115,-0.249566,-0.127997,0
Gm13574,-0.259906,0.626852,-0.421278,0.062010,-0.132057,-0.098093,-0.582252,-0.085187,0.181298,-0.136385,0.691838,0.313681,-0.189456,-0.074787,-0.243715,-0.143933,0
NONMMUG034060,-0.217749,0.583567,-0.413283,0.014797,-0.069046,-0.142313,-0.560210,-0.008903,0.127812,-0.091610,0.682478,0.290743,-0.124736,-0.165652,-0.161399,-0.152672,0
Gm15137,0.598677,0.389518,-0.444110,-0.231797,-0.084221,0.143760,-0.365881,-0.932996,0.601802,0.732007,1.002510,-0.109778,-1.290847,-0.066941,0.046432,0.268500,0
Gm25413,-0.305910,0.811416,-0.439456,-0.089300,0.062668,-0.190576,0.085147,0.014624,-0.004456,-0.046316,0.727338,-0.412505,-0.167927,-0.295279,0.311884,0.109790,0
NONMMUG009391,-0.290153,0.799659,-0.385478,-0.076158,0.036206,-0.088072,0.052156,0.013116,-0.075189,-0.018961,0.721104,-0.427242,-0.257944,-0.190830,0.263086,0.079042,0
NONMMUG036495,-0.368309,0.810163,-0.384820,-0.094992,0.108136,-0.207471,-0.013586,0.009993,0.023998,0.046823,0.685511,-0.320232,-0.229977,-0.199172,0.280477,0.128323,0
NONMMUG012984,-0.257229,0.796349,-0.317350,-0.079490,0.128477,-0.197303,0.033684,0.046906,-0.052047,0.031506,0.715678,-0.309889,-0.211595,-0.283494,0.233457,0.205956,0
NONMMUG014441,-0.271285,0.834427,-0.378518,-0.116539,0.112181,-0.102245,0.065724,0.013911,0.018646,0.019474,0.660639,-0.372495,-0.228677,-0.268881,0.312873,0.102205,0
NONMMUG039437,-0.258767,0.797183,-0.450787,-0.107801,0.033352,-0.187681,0.108926,0.086287,-0.017719,0.028184,0.721696,-0.331895,-0.218267,-0.259532,0.213246,0.163839,0
NONMMUG009235,-0.280544,0.803275,-0.375009,-0.113321,0.010563,-0.124326,0.076560,0.060284,-0.064193,0.079366,0.653755,-0.372634,-0.203994,-0.299455,0.267048,0.124909,0
NONMMUG033434,-0.283179,0.784940,-0.359972,-0.096315,0.094672,-0.139986,0.075841,0.092984,0.015890,0.039795,0.711199,-0.374934,-0.262843,-0.236339,0.224793,0.113010,0
RPI002_008776,-0.175714,0.198997,0.054122,-0.141499,0.098487,-0.514766,-0.719216,0.557202,-0.189513,0.386847,0.504059,-0.163162,-1.139703,0.250219,0.180510,-0.450531,0
Gm25545,-0.172784,0.189420,0.086529,-0.144719,0.208850,-0.416081,-0.625166,0.465469,-0.161281,0.320010,0.518186,-0.173320,-1.216303,0.262447,0.234283,-0.445260,0
NONMMUG042190,0.582478,0.043681,-0.607592,-0.426324,-0.057597,-0.093500,-0.705547,-0.496923,-0.026722,0.788098,1.036625,-0.210169,-0.354896,0.110953,0.266273,0.027522,0
NONMMUG032531,0.632003,0.003050,-0.656074,-0.518687,-0.146267,-0.052051,-0.804703,-0.515581,0.119467,0.833209,1.023066,-0.276025,-0.395522,0.165852,0.196085,0.164655,0
NONMMUG035589,0.587343,-0.047979,-0.639364,-0.410554,-0.049642,-0.100302,-0.687199,-0.394731,-0.015592,0.835110,1.025007,-0.224993,-0.367117,0.062326,0.243508,0.051307,0
