0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,label
NONMMUG004146,-0.386662,0.146596,0.156496,-0.150087,0.401858,0.069497,-0.402821,-0.482652,0.107445,-0.276428,0.270634,0.419931,-0.484290,-0.124225,-0.219201,-0.134120,0.112532,0.514940,0.202925,0.323102,-0.240279,-0.046754,0.201209,0.367407,-0.032129,-0.054767,-0.158660,0.601394,0.006083,0.258248,-0.349856,0.148737,0
NONMMUG015356,-0.052004,-0.020649,0.260380,-0.104468,0.347028,-0.014160,-0.085253,0.122282,0.116166,-0.298027,-0.049037,0.441185,-0.174383,-0.359613,-0.199609,-0.174710,0.129112,0.647240,0.002939,0.148616,-0.201815,0.179112,0.229439,0.013225,-0.038889,-0.032972,-0.063061,0.429464,-0.114834,0.088181,-0.060979,0.005427,0
Mrps12,-0.074936,0.005125,0.294158,-0.138717,0.403812,0.031614,-0.038196,0.096792,0.116875,-0.173581,-0.024809,0.405339,-0.152073,-0.337450,-0.207245,-0.191689,0.184329,0.658752,0.055350,0.142936,-0.238370,0.169788,0.269626,0.091921,-0.054005,-0.064082,-0.028586,0.464593,-0.077792,0.082637,-0.051559,0.015796,0
NONMMUG026547,-0.019130,-0.093377,0.265058,-0.028729,0.426004,-0.027662,0.012214,0.125466,0.089303,-0.225130,-0.016931,0.461881,-0.120837,-0.273674,-0.203434,-0.212710,0.144421,0.678575,0.043215,0.116518,-0.225475,0.264424,0.228919,0.057128,-0.060543,-0.063336,-0.121266,0.399981,0.011797,0.110935,-0.109442,0.004591,0
Wdr73,-0.016179,-0.029516,0.285199,-0.030120,0.436122,-0.039134,0.007779,0.172844,0.143415,-0.236915,-0.017795,0.430941,-0.092073,-0.309242,-0.238393,-0.196883,0.111883,0.654372,0.066797,0.198434,-0.270284,0.265452,0.258777,0.109151,-0.099317,-0.088745,-0.054997,0.453245,-0.012288,0.092836,-0.069464,0.083410,0
NONMMUG009453,-0.298191,-0.007061,0.038477,-0.167476,0.197757,0.016575,-0.167612,0.125661,0.090195,-0.548638,0.067241,0.181019,-0.139789,-0.105084,-0.081138,-0.202635,0.121846,0.805439,0.051615,0.169480,0.000483,-0.021730,0.330683,0.207485,0.026031,0.065930,-0.137325,0.334714,-0.103197,-0.012229,-0.312930,0.004486,0
NONMMUG027474,-0.284057,0.091764,-0.002496,-0.143186,0.266317,0.045102,-0.040945,0.096320,0.138151,-0.510338,0.119488,0.169020,-0.175283,-0.062014,-0.060117,-0.127191,0.120744,0.820310,0.075327,0.215689,-0.074471,-0.011087,0.324564,0.206066,-0.064515,0.085009,-0.169281,0.317384,-0.131548,0.042533,-0.326838,-0.024062,0
NONMMUG040949,-0.237517,-0.138463,0.284758,-0.114156,0.008842,0.338952,0.065122,0.050691,0.120994,-0.532695,-0.147022,0.309897,-0.364384,-0.041143,-0.024537,-0.324311,-0.008143,0.701391,-0.024493,0.209845,-0.266251,0.332941,0.269832,0.107724,-0.118175,-0.089390,0.070350,0.247845,0.044308,0.116067,0.108691,-0.020074,0
Gm12238,-0.142756,-0.051929,0.464190,-0.092474,0.058135,0.011854,-0.001330,0.171192,-0.031978,-0.499221,0.310242,0.089893,-0.092383,-0.356809,0.160574,0.053696,0.419689,0.996527,1.019527,0.844107,0.235910,0.890564,-0.206912,0.837425,1.160042,-0.060147,-0.317600,0.640057,-0.465772,0.319748,0.372515,0.014356,0
MRAK019982,-0.725709,0.221382,-0.960681,-0.843609,0.456196,2.142816,-0.907674,-0.664462,1.701851,-1.690475,-0.402101,0.512527,-0.337920,-0.023642,-0.877223,-0.652508,0.460990,0.509856,1.860984,0.712954,-0.813974,2.721699,-0.654272,-0.305808,1.386735,1.459090,-2.650472,1.037792,-0.557028,0.002080,-0.742905,-0.342625,0
NONMMUG010070,-0.064332,-0.024123,0.156065,-0.011819,0.266815,0.075510,-0.015904,0.201360,0.170845,-0.331116,-0.132115,0.276311,-0.119388,-0.036083,0.050678,-0.287918,0.096657,0.794036,-0.007512,0.275821,-0.070413,0.153223,0.459031,0.135981,0.038445,-0.004850,0.043197,0.359962,-0.049993,-0.052936,0.065201,0.008863,0
NONMMUG036626,-0.161234,0.005703,0.041369,-0.070794,0.220019,0.118966,0.066400,0.255749,0.091285,-0.348705,-0.091800,0.301595,-0.087936,-0.161680,0.036082,-0.323094,0.085704,0.745253,-0.003564,0.338914,-0.174217,0.173875,0.423099,0.177114,0.014037,-0.003656,0.038464,0.274468,-0.013710,-0.006922,0.055285,0.060474,0
NONMMUG013500,-0.089880,0.058570,0.079947,0.000074,0.238125,0.045402,0.072577,0.224264,0.109387,-0.308877,-0.081895,0.264572,-0.111533,-0.177992,-0.087657,-0.401681,0.089510,0.783714,0.043049,0.278091,-0.103226,0.203322,0.385137,0.195905,-0.082190,0.008913,0.001902,0.267650,0.016185,-0.016048,0.068743,0.068447,0
NONMMUG038209,-0.147714,0.018230,0.085713,-0.074057,0.265069,0.054154,-0.051965,0.270566,0.154697,-0.362189,-0.095514,0.313589,-0.134154,-0.178608,0.011432,-0.324299,0.093827,0.768091,-0.054152,0.352368,-0.096007,0.091138,0.335538,0.174191,0.041664,-0.064483,-0.002889,0.284032,0.008222,-0.036306,0.034938,0.002497,0
NONMMUG032556,-0.043604,0.046991,0.115228,0.033214,0.233816,0.086483,0.020539,0.213348,0.076936,-0.355377,-0.075640,0.329520,-0.183878,-0.080247,-0.043135,-0.349181,0.057304,0.761931,0.022558,0.327105,-0.067179,0.136062,0.370482,0.183123,-0.005168,0.058023,0.097893,0.352899,0.008792,0.009976,0.111638,0.006089,0
NONMMUG042739,-0.091628,-0.011141,0.143353,0.000965,0.195187,0.066185,0.046967,0.239167,0.196995,-0.322481,-0.040108,0.287627,-0.124424,-0.137728,0.041761,-0.380126,0.179469,0.771670,-0.035199,0.234492,-0.082078,0.133919,0.394364,0.171380,-0.068989,0.000026,-0.000751,0.281780,-0.072332,-0.000033,0.054172,0.054424,0
NONMMUG023645,-0.073986,0.044361,0.170849,-0.005589,0.216077,0.060297,0.044176,0.200304,0.104316,-0.295059,-0.045336,0.254853,-0.163488,-0.061078,0.012959,-0.292161,0.109201,0.783168,-0.057602,0.335874,-0.128849,0.195243,0.360783,0.152974,-0.050455,-0.008664,0.013330,0.308433,-0.139732,0.006786,0.041487,0.074482,0
NONMMUG019168,-0.155866,0.006469,0.133981,0.037090,0.213893,0.075189,0.064840,0.248461,0.205547,-0.344932,-0.028610,0.279174,-0.219694,-0.120114,-0.035066,-0.411437,0.114879,0.745709,-0.022387,0.265847,-0.038330,0.149784,0.373092,0.134036,-0.019466,0.032124,0.067682,0.270623,-0.071412,-0.027773,0.048589,0.041993,0
NONMMUG014455,-0.109123,-0.021327,0.170975,-0.013914,0.299099,0.111060,0.053468,0.277950,0.175467,-0.260728,-0.012019,0.288205,-0.167927,-0.118010,0.010734,-0.397499,0.077968,0.760352,-0.080708,0.258584,-0.056694,0.177123,0.386747,0.293797,-0.058486,-0.065815,-0.000238,0.262527,0.007101,-0.020305,0.110093,0.110363,0
NONMMUG002881,-0.139674,-0.017581,0.129104,0.047636,0.207087,0.123280,0.049269,0.212118,0.163903,-0.358215,-0.054179,0.270446,-0.145019,-0.080267,-0.067182,-0.415645,0.137215,0.743319,0.067008,0.271601,-0.003006,0.150732,0.390311,0.119771,-0.023605,0.027867,0.046486,0.278423,-0.103736,-0.059950,0.002086,0.003727,0
RP23-198F11.2,-0.385348,0.802441,-0.643133,0.691777,-0.569838,0.202187,-1.012407,0.777996,0.397947,0.356550,0.660073,-0.022458,0.065826,0.016606,-0.936098,-0.140906,0.626039,1.545071,-0.472613,1.009881,-0.849868,0.836158,-0.333870,-0.507603,0.759732,-0.441499,-1.084082,1.140902,-0.192147,1.214968,0.015373,0.825739,0
Gm13889,-0.171748,-0.142950,0.320460,-0.283698,-0.126809,0.094756,-0.004472,0.268771,-0.068244,-0.458599,0.258910,0.116970,-0.026463,-0.417803,0.315489,0.097056,0.519678,0.995449,1.084499,0.953898,0.164203,0.902429,-0.004723,0.741939,1.280531,0.000673,-0.231704,0.691150,-0.321841,0.141717,0.357682,-0.074598,0
NONMMUG037990,-0.163894,-0.028002,0.059040,-0.010954,0.121609,-0.047967,-0.112618,0.037455,0.288519,-0.136237,-0.128255,0.403227,-0.315809,-0.155465,-0.133579,-0.370616,0.045403,0.798409,-0.176195,0.343032,-0.049058,0.083003,0.298374,0.228018,0.168309,0.103363,0.143113,0.167259,0.053261,-0.060158,0.046711,0.180827,0
AC167537.1,-0.127561,0.065858,-0.010859,-0.149902,0.073386,-0.068232,-0.053402,0.128430,0.318106,-0.125829,-0.197812,0.439795,-0.240631,-0.154249,-0.176360,-0.304371,0.062671,0.850927,-0.167161,0.310158,-0.084529,0.112771,0.290195,0.292444,0.178983,0.102749,0.207838,0.114116,-0.007902,-0.185890,0.008122,0.219454,0
NONMMUG045277,-0.123320,0.041019,0.170556,-0.164751,0.081598,-0.103751,-0.130717,-0.008273,0.239521,-0.225831,-0.097541,0.398423,-0.205250,-0.095814,-0.111731,-0.260490,0.037763,0.821481,-0.128977,0.352001,-0.006317,0.152807,0.307288,0.256748,0.148193,0.081065,0.186747,0.174054,0.028981,-0.071894,0.001305,0.129571,0
AC109221.1,-0.105650,0.058245,0.171886,-0.131789,0.042839,-0.135947,0.056667,-0.036322,0.362455,-0.155074,-0.236405,0.380293,-0.197822,-0.160124,-0.193199,-0.327325,-0.008807,0.851404,-0.253008,0.247346,-0.011835,0.116183,0.379251,0.311702,0.217013,0.070862,0.118246,0.172674,-0.031374,-0.090548,0.071120,0.131504,0
NONMMUG035004,-0.071112,-0.022028,-0.034564,-0.094572,0.078087,-0.099280,-0.060700,-0.016302,0.269751,-0.190405,-0.071290,0.371517,-0.211126,-0.219203,-0.158774,-0.226479,0.005454,0.876865,-0.169964,0.311531,-0.144079,0.041779,0.344357,0.371408,0.128676,0.110479,0.188153,0.213927,0.029442,-0.089640,0.065808,0.183134,0
Gm9085,-0.069926,-0.020457,0.135926,0.020723,0.484042,0.148938,0.196346,0.411816,0.080409,-0.440347,-0.044868,0.235219,-0.052372,0.047797,0.171901,-0.450426,0.223355,0.647653,0.165861,0.389631,0.003365,0.241993,0.470630,0.067571,-0.237677,-0.121591,-0.186841,0.284561,-0.034105,-0.021179,0.079956,-0.089918,0
NONMMUG012850,-0.099006,0.028491,0.171050,0.049456,0.394832,0.196294,0.111733,0.399016,-0.003934,-0.375762,0.055801,0.250319,-0.071353,0.023836,0.096912,-0.428424,0.197094,0.644911,0.023022,0.340483,0.030857,0.231600,0.388893,0.142319,-0.208174,-0.134220,-0.089409,0.387999,-0.062102,-0.018931,0.058648,-0.129439,0
NONMMUG043715,-0.146410,0.004994,0.187287,0.070706,0.382781,0.218281,0.179955,0.434842,0.057026,-0.394386,0.001906,0.205668,-0.085440,0.057979,0.041690,-0.459353,0.153781,0.661203,0.097427,0.277652,-0.121425,0.142599,0.389186,0.056933,-0.204466,-0.134096,-0.294907,0.310347,-0.152529,0.075406,0.044419,-0.056610,0
NONMMUG032295,-0.011468,-0.068786,0.123846,-0.041228,0.374657,0.112494,0.090789,0.442299,0.006989,-0.310953,0.045945,0.168135,-0.109165,0.015411,0.110405,-0.504624,0.192510,0.682272,0.041662,0.318695,-0.063832,0.262201,0.360924,0.088167,-0.199084,-0.177105,-0.155822,0.363321,-0.139532,0.031522,0.007665,0.010980,0
RPI002_013657,-0.091753,-0.374742,0.237264,-0.440654,0.774364,0.032380,0.042142,-0.103350,0.138629,-0.324549,-0.229495,0.744685,-0.290796,-0.190940,-0.750846,0.072205,0.385071,0.116374,-0.109267,0.234245,-0.643703,0.177964,-0.422436,-0.018877,0.050850,-0.048877,-0.169868,0.748903,-0.288548,-0.049545,-0.351296,0.093318,0
Socs3,-0.169407,-0.200382,0.223927,-0.408296,0.759202,-0.035167,0.062495,0.016266,0.111979,-0.349135,-0.157854,0.698904,-0.264070,-0.248574,-0.726072,-0.037504,0.409786,0.146155,0.029848,0.069503,-0.628069,0.318096,-0.208147,0.054356,-0.021145,-0.017532,0.040627,0.577746,-0.311128,0.073542,-0.366355,0.126092,0
Col4a5,-0.564659,-0.219951,0.033946,-0.633081,0.155711,-0.239393,-0.072103,-0.397352,-0.254192,-0.531241,0.476934,-0.171215,-0.397110,0.364340,0.196603,-0.120304,0.026851,1.089813,-0.285297,0.074047,-0.093728,-0.310969,0.029295,0.473080,-0.095233,0.442962,-0.499992,0.409046,-0.584825,0.293220,-1.011257,-0.115308,0
Gm7206,0.125484,0.396867,0.521306,-0.114804,0.373239,0.330941,0.302820,-0.181246,0.639417,-0.364008,-0.101382,-0.280255,-0.126057,0.114888,-0.074366,-0.253086,0.833130,0.980494,-0.422222,0.386008,-0.774958,-0.157616,-0.498501,0.081498,0.144311,0.383075,-0.071351,0.545542,0.389755,-0.204646,-0.077243,-0.427240,0
